"","state","year","tavg","tmax","tmin","pcp"
"1848","NH",2015,43.6,55,32.3,44
"1849","NH",2016,45.7,56.8,34.7,39.5
"1850","NH",2017,44.9,55.3,34.5,49.1
"1851","NH",2005,44,54.7,33.3,61.1
"1852","NH",1977,42.7,53.5,32,50.3
"1853","NH",1978,41.2,52.7,29.7,38.7
"1854","NH",1979,43.5,53.7,33.2,47.6
"1855","NH",1980,41.7,52.7,30.6,35.9
"1856","NH",1981,43.2,53.9,32.6,49.4
"1857","NH",1982,42,53.4,30.6,39.6
"1858","NH",1983,44,54.7,33.3,56.4
"1859","NH",1984,43.6,54.6,32.5,47.7
"1860","NH",1985,42.4,53.5,31.4,38.6
"1861","NH",1986,42.7,53.5,31.9,46.9
"1862","NH",1987,43.1,54,32.1,43.1
"1863","NH",1988,42.7,53.8,31.6,41.1
"1864","NH",1976,41.7,53.1,30.4,47
"1865","NH",1950,42.7,54.1,31.3,41.8
"1866","NH",1951,43.1,54,32.2,50.3
"1867","NH",1952,43.7,54.7,32.7,43.5
"1868","NH",1953,45.2,56.7,33.7,47.4
"1869","NH",1954,42.7,53.2,32.2,57.3
"1870","NH",1955,43,53.9,32.2,41.3
"1871","NH",1956,41.5,52.7,30.4,42.7
"1872","NH",1957,43.4,55.3,31.5,36.9
"1873","NH",1958,41.3,52,30.6,42.6
"1874","NH",1959,43.2,54.3,32.1,47.2
"1875","NH",1960,42.6,53.8,31.5,45.7
"1876","NH",1961,42.8,53.9,31.8,38.3
"1877","NH",1962,41.1,52.5,29.7,45.1
"1878","NH",1963,41.8,53.7,30,37.1
"1879","NH",1964,42.2,53.8,30.5,35.8
"1880","NH",1965,41.6,52.9,30.4,32.8
"1881","NH",1966,42.3,53.7,30.9,38.5
"1882","NH",1967,41.6,52.7,30.6,41.6
"1883","NH",1968,41.8,52.8,30.7,44.7
"1884","NH",1969,42.7,53.4,32.1,50.3
"1885","NH",1970,42.3,53.3,31.3,40.8
"1886","NH",1971,42.2,53.6,30.8,40.1
"1887","NH",1972,41.2,51.8,30.6,49.7
"1888","NH",1973,44.4,54.8,34,53.3
"1889","NH",1974,42.3,53.3,31.4,45
"1890","NH",1975,43.3,54.3,32.4,49.4
"1891","NH",1989,41.7,52.8,30.6,45.8
"1892","NH",1990,45,55.8,34.1,53.7
"1893","NH",1991,44.5,55.7,33.3,46.4
"1894","NH",1992,41.8,52.5,31.1,39
"1895","NH",1993,42.5,53.8,31.3,42.1
"1896","NH",1994,42.7,53.8,31.6,43.7
"1897","NH",1995,43.3,54.1,32.5,43.6
"1898","NH",1996,43,53.2,32.7,57.3
"1899","NH",1997,42.3,53,31.6,43.1
"1900","NH",1998,46,56.5,35.5,47.5
"1901","NH",1999,45.4,56.6,34.2,46.1
"1902","NH",2000,43,53.5,32.4,48.7
"1903","NH",2001,44.6,56.1,33,34.8
"1904","NH",2002,44.5,55.2,33.8,44.8
"1905","NJ",1951,52.1,62.5,41.7,48.6
"1906","NJ",1952,52.5,62.6,42.4,54.5
"1907","NJ",1953,53.5,64.2,42.8,48.5
"1908","NJ",1954,52.2,62.8,41.6,40.4
"1909","NJ",1955,52.1,62.4,41.8,41.6
"1910","NJ",1956,51.3,61.2,41.4,46.8
"1911","NJ",1957,52.5,62.8,42.1,36
"1912","NJ",1958,50,59.6,40.5,54.1
"1913","NJ",1959,52.9,63.2,42.6,43.8
"1914","NJ",1960,51.1,61.2,40.9,46.2
"1915","NJ",1961,51.5,61.4,41.6,44.8
"1916","NJ",1962,50.2,60.5,40,42
"1917","NJ",1950,51.1,61.1,41,42.5
"1918","NJ",1977,51.8,62,41.6,48.5
"1919","NJ",1978,50.2,60.3,40.2,47.6
"1920","NJ",1979,51.6,61.2,42,56.4
"1921","NJ",1980,51.6,62,41.2,38.2
"1922","NJ",1981,51.5,61.6,41.3,38.8
"1923","NJ",1982,51.4,61.6,41.2,39.9
"1924","NJ",1983,52.6,62.8,42.5,58.5
"1925","NJ",1984,52.2,62.1,42.3,49.1
"1926","NJ",1985,52.5,62.7,42.3,39.4
"1927","NJ",1986,52.3,62.4,42.1,45.6
"1928","NJ",1987,52.4,62.5,42.2,44.7
"1929","NJ",1988,51.6,62.2,41,40
"1930","NJ",1989,51.4,61.2,41.7,54.5
"1931","NJ",1990,54.4,64.7,44.2,48.9
"1932","NJ",1991,54.4,65,43.8,42.4
"1933","NJ",1992,51.2,61,41.4,41.6
"1934","NJ",1993,52.2,62.3,42.1,44.7
"1935","NJ",1994,52.2,62.8,41.6,47.3
"1936","NJ",1995,52.5,62.6,42.3,39.7
"1937","NJ",1996,51.5,61.2,41.9,59.1
"1938","NJ",1997,52,62.4,41.7,42.9
"1939","NJ",1998,55.1,65.2,45.1,41.7
"1940","NJ",1999,54.1,64.6,43.5,47.2
"1941","NJ",2000,52.2,62.2,42.2,45.2
"1942","NJ",2001,53.6,64.2,43.1,35.5
"1943","NJ",2002,54.3,64.7,44,45.9
"1944","NJ",1963,50.5,61.4,39.6,34.5
"1945","NJ",1964,51.6,62.5,40.7,36.4
"1946","NJ",1965,51,61.5,40.6,29.2
"1947","NJ",1966,51.1,61.5,40.8,40.2
"1948","NJ",1967,50.3,60.5,40.2,45.5
"1949","NJ",1968,51.3,61.7,40.9,39.8
"1950","NJ",1969,51.2,61,41.5,46.3
"1951","NJ",1970,51.4,61.3,41.5,40.2
"1952","NJ",1971,52,61.7,42.2,51.3
"1953","NJ",1972,51,60.6,41.3,56.9
"1954","NJ",1973,53.4,63.4,43.4,51.2
"1955","NJ",1974,52.1,62.3,41.9,44
"1956","NJ",1975,52.8,62.4,43.2,57.6
"1957","NJ",1976,51.1,61.7,40.5,38.6
"1958","NJ",2015,53.8,64.1,43.6,43.8
"1959","NJ",2016,54.9,65.4,44.6,39.5
"1960","NJ",2017,54.6,64.4,44.9,44.8
"1961","NJ",2004,53,62.5,43.5,48.7
"1962","NJ",2005,53.4,63.5,43.4,48.8
"1963","NJ",2006,55,65.1,44.8,51.4
"1964","NJ",2007,53.6,63.6,43.5,46.9
"1965","NJ",2008,53.6,64,43.3,47.2
"1966","NJ",2009,52.7,62.2,43.3,53.1
"1967","NJ",2010,54.7,64.7,44.7,44.6
"1968","NJ",2011,54.9,64.7,45,63.9
"1969","NJ",2012,55.9,65.7,46,42
"1970","NJ",2013,53.2,62.8,43.6,46.3
"1971","NJ",2014,51.9,62,41.9,48.9
"1972","NJ",2003,51.8,61.2,42.5,56.4
"1973","NM",2002,54.4,69.7,39.1,12.2
"1974","NM",1991,52.5,66.9,38.1,19
"1975","NM",1992,52.6,67.1,38,15.5
"1976","NM",1993,53.1,68,38.2,14.1
"1977","NM",1994,54.4,69.7,39.2,14.4
"1978","NM",1995,54.3,69.5,39.1,11.7
"1979","NM",1996,54.7,70,39.4,14.1
"1980","NM",1997,52.9,67.3,38.5,18.6
"1981","NM",1998,54.2,69.2,39.2,14.1
"1982","NM",1999,54.3,70,38.6,14.9
"1983","NM",2000,55.2,70.5,39.9,13.3
"1984","NM",2001,54.6,69.6,39.5,11.8
"1985","NM",2015,54.9,69.2,40.7,19.3
"1986","NM",2003,55.5,70.9,40.1,9
"1987","NM",2004,53.5,67.9,39.2,17.2
"1988","NM",2005,54.7,69.5,39.9,14.3
"1989","NM",2006,54.7,70,39.5,15.9
"1990","NM",2007,54.2,69.1,39.2,14.7
"1991","NM",2008,53.6,69.1,38.2,13.7
"1992","NM",2009,54.3,69.6,38.9,11.9
"1993","NM",2010,54.2,69.1,39.2,14.8
"1994","NM",2011,54.6,70.3,38.9,9.8
"1995","NM",2012,56,71.8,40.1,8.4
"1996","NM",2013,53.7,68.7,38.7,13.6
"1997","NM",2014,54.8,69.8,39.8,13.2
"1998","NM",1988,52.6,67.7,37.6,15.9
"1999","NM",1989,54,69.8,38.2,11
"2000","NM",1990,53.3,68,38.5,15.9
"2001","NM",1950,54.2,70.8,37.7,10.5
"2002","NM",1951,53,68.6,37.3,9.9
"2003","NM",1952,52.7,67.9,37.6,11.5
"2004","NM",1953,53.3,69.2,37.5,9.6
"2005","NM",1954,54.9,70.6,39.3,11.1
"2006","NM",1955,52.5,67.9,37.2,11.1
"2007","NM",1956,53.4,69.8,37,6.5
"2008","NM",1957,53.1,67,39.2,16
"2009","NM",1958,53.2,67.7,38.7,16.6
"2010","NM",1959,53,68.4,37.6,13.1
"2011","NM",1960,52.2,67.3,37.2,14.6
"2012","NM",1961,52.2,67.1,37.2,13.7
"2013","NM",1962,53.3,68.5,38.1,12.6
"2014","NM",1963,53.6,69,38.1,11.3
"2015","NM",1964,51.7,67,36.4,10.1
"2016","NM",1965,52.6,67.4,37.8,15.3
"2017","NM",1966,52.6,67.8,37.4,12.2
"2018","NM",1967,53,68.2,37.8,13
"2019","NM",1968,52,66.8,37.2,12.6
"2020","NM",1969,53.2,67.7,38.7,16.6
"2021","NM",1970,52.2,67.5,37,10.3
"2022","NM",1971,52.2,67.4,37,13.4
"2023","NM",1972,53,68.1,37.9,16.7
"2024","NM",1973,51.5,66.6,36.4,12
"2025","NM",1974,52.8,67.9,37.6,14.8
"2026","NM",2016,55.5,70.6,40.5,12.9
"2027","NM",2017,56.3,71.6,41,14.8
"2028","NM",1977,53.7,68.8,38.6,13.2
"2029","NM",1978,53.2,67.6,38.9,16.4
"2030","NM",1979,51.8,66.8,36.8,14.4
"2031","NM",1980,53.6,68.9,38.4,12.1
"2032","NM",1981,54.4,69.3,39.4,15.2
"2033","NM",1982,52.6,66.9,38.3,15
"2034","NM",1983,52.5,66.7,38.3,14.3
"2035","NM",1984,52.4,66.8,38,17.6
"2036","NM",1985,52.8,67.4,38.3,17.4
"2037","NM",1986,53.6,67.8,39.3,20.5
"2038","NM",1987,51.9,66.7,37.1,14.9
"2039","NM",1975,51.4,66.7,36,12.9
"2040","NM",1976,51.9,67.3,36.4,11.3
"2041","NY",1961,44.8,54.6,34.9,38.3
"2042","NY",1964,44.9,55.7,34.1,31.5
"2043","NY",1965,43.7,53.9,33.5,33.5
"2044","NY",1966,44.1,54.4,33.7,35.3
"2045","NY",1967,43.8,53.6,33.8,39.5
"2046","NY",1968,43.9,54.1,33.7,40.5
"2047","NY",1969,44.2,54,34.3,39.7
"2048","NY",1970,44.1,54.1,34,38.9
"2049","NY",1971,44.3,54.4,34.3,39.2
"2050","NY",1972,43.1,52.8,33.4,50.4
"2051","NY",1973,46.4,56.2,36.6,44.2
"2052","NY",1974,44.2,54.2,34.2,42.2
"2053","NY",1962,43.5,53.9,33,36.1
"2054","NY",1963,43.3,54.1,32.5,32.9
"2055","NY",1977,44.5,54.3,34.8,50
"2056","NY",1978,42.9,53.2,32.6,38.4
"2057","NY",1979,44.6,54.3,34.9,43.9
"2058","NY",1980,43.6,53.7,33.5,36.2
"2059","NY",1981,44.6,54.4,34.9,40.1
"2060","NY",1982,44.4,54.8,33.9,37.3
"2061","NY",1983,45.5,55.5,35.6,45.6
"2062","NY",1984,45.2,55,35.3,42.5
"2063","NY",1985,44.7,54.6,34.8,38.9
"2064","NY",1986,45.1,54.7,35.5,44.6
"2065","NY",1987,45.7,55.6,35.7,39.5
"2066","NY",1975,45.5,55.3,35.7,45.9
"2067","NY",1976,43.2,53.5,32.9,47.8
"2068","NY",1950,44.2,54.4,33.9,42.7
"2069","NY",1951,45,55,35,44.5
"2070","NY",1952,45.9,55.9,35.8,40.4
"2071","NY",1953,47,57.4,36.7,38.7
"2072","NY",1954,45,55,35,44.2
"2073","NY",1955,45.4,55.7,35,41.2
"2074","NY",1956,43.8,53.8,33.9,40
"2075","NY",1957,45.4,55.7,35,34.7
"2076","NY",1958,43.1,52.8,33.3,42
"2077","NY",1959,45.4,55.6,35.2,43
"2078","NY",1960,44.3,54.3,34.2,36.7
"2079","NY",2000,44.9,54.6,35.2,46.2
"2080","NY",2001,46.9,57.1,36.8,34.1
"2081","NY",2002,46.8,56.7,36.9,43.5
"2082","NY",2003,44.5,54.4,34.7,48
"2083","NY",2004,45.2,54.9,35.4,45.1
"2084","NY",2005,46.2,56.4,36.1,46.8
"2085","NY",2006,47.6,57.1,38.1,48.8
"2086","NY",2007,45.7,55.8,35.4,44.4
"2087","NY",2008,45.8,55.8,35.8,47.7
"2088","NY",2009,45,54.9,35.1,42.3
"2089","NY",2010,47.2,56.8,37.7,43.9
"2090","NY",2011,47.1,56.8,37.5,55.7
"2091","NY",2012,48.8,58.8,38.9,39.5
"2092","NY",2013,45.7,55.4,36.1,43.9
"2093","NY",2014,44.5,54.3,34.7,43.2
"2094","NY",2015,45.7,56.2,35.2,40.6
"2095","NY",2016,47.6,58,37.3,38.1
"2096","NY",2017,47,56.6,37.3,47.3
"2097","NY",1991,47.1,57.4,36.8,37
"2098","NY",1992,43.8,53.3,34.1,42.6
"2099","NY",1993,44.2,54.3,34,41.3
"2100","NY",1994,44.3,54.7,34,42.1
"2101","NY",1995,45.2,55.3,35.1,37.1
"2102","NY",1996,44.5,54,35,50.8
"2103","NY",1997,44.3,54.3,34.4,39
"2104","NY",1998,48.3,58,38.7,41.4
"2105","NY",1999,46.9,57.4,36.4,38.7
"2106","NY",1988,44.8,55.2,34.5,35.7
"2107","NY",1989,43.8,53.9,33.7,42.8
"2108","NY",1990,47.3,57.2,37.3,50
"2109","NC",2000,58.4,69.8,47,44.3
"2110","NC",1991,60.2,71.1,49.4,47.8
"2111","NC",1992,58.2,68.8,47.6,52.6
"2112","NC",1993,58.7,69.8,47.6,46.1
"2113","NC",1994,59,70.2,47.8,50.1
"2114","NC",1995,58.4,69.3,47.6,54.3
"2115","NC",1996,57.8,68.6,46.9,56.7
"2116","NC",1997,58.1,69.4,46.8,46.1
"2117","NC",1998,60.8,71.8,49.8,53.8
"2118","NC",1999,59.7,71.2,48.2,52.4
"2119","NC",1973,58.9,70.1,47.8,52.2
"2120","NC",1974,59,70.3,47.8,52.2
"2121","NC",1975,59.3,70.5,48.2,57.5
"2122","NC",1976,57.3,69.3,45.3,45.9
"2123","NC",1977,58.3,69.7,46.9,48.8
"2124","NC",1978,57.4,68.7,46.2,47.8
"2125","NC",1979,57.6,68.7,46.5,58.7
"2126","NC",1980,57.9,69.4,46.5,44.3
"2127","NC",1981,57.2,68.9,45.4,40.7
"2128","NC",1982,58.6,69.3,47.8,52.1
"2129","NC",1983,57.8,69,46.7,52.8
"2130","NC",1984,58.6,69.8,47.4,50.9
"2131","NC",1985,59.2,70.3,48.1,47
"2132","NC",1986,59.8,70.9,48.7,38.9
"2133","NC",1987,58.5,69.7,47.2,47.9
"2134","NC",1988,57.3,69,45.6,39.9
"2135","NC",1989,58.2,68.8,47.6,60.5
"2136","NC",1990,61.1,72.7,49.4,48.6
"2137","NC",1950,58.8,69.9,47.6,45.2
"2138","NC",1951,58.8,70.6,47.1,40.6
"2139","NC",1952,59.2,71,47.5,48.8
"2140","NC",1953,60,71.9,48.1,45.2
"2141","NC",1954,59.1,71.4,46.8,42.3
"2142","NC",1955,58.6,70.1,47.1,49.1
"2143","NC",1956,59.1,70.4,47.9,47.6
"2144","NC",1957,59.3,70.2,48.4,54
"2145","NC",1958,56.8,67.7,45.9,50.1
"2146","NC",1959,59.1,70.2,47.9,55.2
"2147","NC",2001,59.4,71.1,47.7,37.8
"2148","NC",2002,60,71.1,48.8,47.5
"2149","NC",2003,58.7,69.2,48.3,63.1
"2150","NC",2004,59.3,69.9,48.8,49.1
"2151","NC",2005,59.4,70.3,48.5,47.5
"2152","NC",2006,59.8,71.3,48.3,51.1
"2153","NC",2007,60.5,72.4,48.6,34.7
"2154","NC",2008,59.3,70.7,47.9,45.8
"2155","NC",2009,58.9,69.4,48.3,53.1
"2156","NC",2010,59,70.2,47.8,46.2
"2157","NC",2011,60.4,71.8,49,45.9
"2158","NC",2012,60.7,71.8,49.6,46.6
"2159","NC",2013,58.6,68.9,48.2,56.4
"2160","NC",2014,58.4,69.2,47.4,50
"2161","NC",2015,60.5,71,50,58.3
"2162","NC",2016,60.8,71.7,50,50.6
"2163","NC",2017,61,71.9,50.1,47.9
"2164","NC",1963,56.7,68.5,44.9,43.5
"2165","NC",1964,58.1,69.4,46.8,57.3
"2166","NC",1965,58.2,69.6,46.8,44.1
"2167","NC",1966,56.8,68.1,45.6,47.9
"2168","NC",1967,57.1,68.7,45.6,47.6
"2169","NC",1968,57.2,69,45.4,41.6
"2170","NC",1969,57,67.9,46,50.4
"2171","NC",1970,58.4,70,46.9,43.8
"2172","NC",1971,58.7,69.5,47.8,56.4
"2173","NC",1972,58,69,47.1,53.3
"2174","NC",1960,57.2,68.4,45.9,50.2
"2175","NC",1961,57.9,69.2,46.7,51.2
"2176","NC",1962,57.6,68.7,46.5,53
"2177","ND",1950,34.9,46,23.8,18.5
"2178","ND",1951,35.6,46.7,24.6,16.6
"2179","ND",1952,40.6,52.9,28.3,12.1
"2180","ND",1953,42.1,53.6,30.6,19.9
"2181","ND",1954,40.8,52,29.6,18.6
"2182","ND",1955,38.8,50.8,26.7,17.2
"2183","ND",1956,39.1,50.9,27.4,17.4
"2184","ND",1957,40.1,51.2,28.9,18.9
"2185","ND",1958,40.6,52.9,28.4,13.7
"2186","ND",1959,39.5,51.1,27.8,15.7
"2187","ND",1960,39.6,51.7,27.5,14.7
"2188","ND",1961,41.1,53.6,28.6,13
"2189","ND",1962,39.8,51.2,28.5,21.2
"2190","ND",1963,41.9,54.3,29.6,17.4
"2191","ND",1964,39.8,51.8,27.6,19.4
"2192","ND",1965,37.6,48.9,26.4,20.9
"2193","ND",1966,38.1,49.7,26.4,16.7
"2194","ND",1967,39.3,51.4,27.2,14.4
"2195","ND",1968,39.5,50.9,28,18.9
"2196","ND",1969,38.7,50,27.4,16.9
"2197","ND",1970,38.4,49.9,27,19
"2198","ND",1971,39.1,50.4,27.8,19.8
"2199","ND",1972,37.6,48.6,26.5,17.5
"2200","ND",1985,38.2,50,26.5,17.3
"2201","ND",1986,41.7,52.7,30.6,21.7
"2202","ND",1987,45,56.6,33.4,16.1
"2203","ND",1988,42.4,55.4,29.5,11.4
"2204","ND",1989,39.4,51.6,27.2,14.3
"2205","ND",1990,42.6,55.2,29.9,15
"2206","ND",1991,42.3,53.7,30.9,19.7
"2207","ND",1992,41.2,52.6,29.9,14.7
"2208","ND",1993,38.3,49.3,27.3,22.9
"2209","ND",1994,40,51.3,28.7,20.4
"2210","ND",1995,39.6,50.2,29,19.5
"2211","ND",1996,36.5,47.4,25.6,18.5
"2212","ND",1997,40.7,52,29.4,16.5
"2213","ND",1998,43.2,53.8,32.6,21.1
"2214","ND",1999,43,54.1,31.8,20.4
"2215","ND",2000,41.1,52.6,29.5,21.3
"2216","ND",2001,42.2,53.7,30.8,16.8
"2217","ND",2002,41,52.3,29.7,15.8
"2218","ND",2003,40.8,52.5,29,16.2
"2219","ND",2004,40.5,52,29.1,18.8
"2220","ND",2005,42.4,53.6,31.2,20.9
"2221","ND",2006,43.8,55.7,32.1,14
"2222","ND",2007,41.8,53.4,30.1,19
"2223","ND",2008,39.3,51.4,27.3,19.7
"2224","ND",2009,38.5,49.3,27.7,18.9
"2225","ND",2010,40.9,51.4,30.4,23.4
"2226","ND",2011,40.7,51.3,30,21.4
"2227","ND",2012,44.1,56.2,32.1,15
"2228","ND",1973,41.8,53.2,30.3,16.8
"2229","ND",1974,39.9,51.8,28,15.6
"2230","ND",1975,39.4,50.4,28.4,21.2
"2231","ND",1976,41.3,54.1,28.4,12.2
"2232","ND",1977,41.1,52.6,29.5,21.3
"2233","ND",1978,38.1,49.6,26.7,17.8
"2234","ND",1979,37.2,48.7,25.8,14.4
"2235","ND",1980,41.2,53.4,29,16.7
"2236","ND",1981,43.2,55.2,31.3,17
"2237","ND",1982,37.8,49,26.7,21.4
"2238","ND",1983,41.1,51.8,30.4,15.7
"2239","ND",1984,41,52.4,29.7,15.8
"2240","ND",2015,43.4,55.1,31.6,17.7
"2241","ND",2016,44.4,55.4,33.3,21.8
"2242","ND",2013,38.8,49.6,28,23.2
"2243","ND",2014,39,50,28,18.6
"2244","ND",2017,42,53.5,30.6,12.9
"2245","OH",1960,49.2,59.5,38.8,29.9
"2246","OH",1961,50,60.3,39.8,40.3
"2247","OH",1967,49.5,59.9,39.1,35.7
"2248","OH",1968,49.7,60,39.4,38.7
"2249","OH",1969,49.4,59.6,39.2,36.7
"2250","OH",1970,50.6,60.8,40.4,37.9
"2251","OH",1971,50.6,61.1,40,33.9
"2252","OH",1972,49.4,59,39.7,42.9
"2253","OH",1973,52.2,61.9,42.4,41.6
"2254","OH",1974,50.4,60.5,40.3,40.5
"2255","OH",1962,49.4,59.9,38.9,33.5
"2256","OH",1963,48.5,60.1,36.9,26.7
"2257","OH",1964,50.9,62.2,39.5,37.5
"2258","OH",1965,50.4,61,39.8,36.8
"2259","OH",1966,49.1,59.6,38.7,36.3
"2260","OH",1980,49.3,59.3,39.2,39.6
"2261","OH",1981,49.6,59.6,39.5,39
"2262","OH",1982,50.3,60.8,39.8,37.7
"2263","OH",1983,51,61.2,40.9,40.3
"2264","OH",1984,50.4,60.4,40.3,36.9
"2265","OH",1985,50.4,60.6,40.2,39.9
"2266","OH",1986,51.6,61.4,41.8,38.9
"2267","OH",1987,52.3,62.6,41.9,31.4
"2268","OH",1975,51.1,61,41.2,42.9
"2269","OH",1976,48.9,59.9,37.8,33.9
"2270","OH",1977,50,60.5,39.5,38.8
"2271","OH",1978,48.3,58.5,38.1,38.3
"2272","OH",1979,48.9,58.8,39,45.1
"2273","OH",1993,50.4,60.1,40.7,38.6
"2274","OH",1994,50.5,61.1,39.8,35.6
"2275","OH",1995,50.3,60.5,40.2,38.6
"2276","OH",1996,49.5,59.3,39.7,46.8
"2277","OH",1997,49.9,59.8,40.1,38.3
"2278","OH",1998,54.1,64,44.2,39.9
"2279","OH",1999,52.3,63.5,41.1,33
"2280","OH",2000,50.8,60.9,40.6,40.8
"2281","OH",2001,52.4,62.5,42.2,37.3
"2282","OH",2002,52.5,62.6,42.5,38.5
"2283","OH",2003,50.2,59.9,40.5,46.4
"2284","OH",2004,51.3,61.1,41.6,45.4
"2285","OH",2005,51.8,61.8,41.8,40.1
"2286","OH",2006,52.7,62.5,42.9,43.5
"2287","OH",2007,52.3,62.6,41.9,41.1
"2288","OH",2008,50.6,61,40.3,44.1
"2289","OH",2009,50.5,60.6,40.5,36.5
"2290","OH",2010,51.7,61.9,41.5,36.7
"2291","OH",2011,52.3,61.9,42.7,55.9
"2292","OH",2012,54,64.7,43.4,37.2
"2293","OH",2013,50.9,60.5,41.3,41.6
"2294","OH",2014,49.2,59.3,39,38.5
"2295","OH",2015,51.6,61.9,41.4,43
"2296","OH",2016,53.6,63.9,43.2,37.3
"2297","OH",2017,53.2,63.3,43.2,45.5
"2298","OH",1991,53.1,63.3,42.9,31.6
"2299","OH",1992,50.3,59.8,40.7,39.7
"2300","OH",1950,49.4,59.8,39,48.3
"2301","OH",1951,50,60.9,39.2,40.8
"2302","OH",1952,51.6,62.4,40.7,35.5
"2303","OH",1953,52.3,63.7,41,29
"2304","OH",1954,51.6,62.3,40.9,36.7
"2305","OH",1955,51.3,62.2,40.4,36.1
"2306","OH",1956,50.6,61,40.3,40.8
"2307","OH",1957,50.8,61.2,40.3,39.7
"2308","OH",1988,50.4,61.5,39.2,32.1
"2309","OH",1989,49.4,59.3,39.6,42.6
"2310","OH",1990,52.7,62.7,42.6,51
"2311","OH",1958,48.4,58.4,38.2,39.3
"2312","OH",1959,51.3,62.2,40.4,40.7
"2313","OK",1950,58.9,71.4,46.5,34.7
"2314","OK",1951,59.2,71.6,46.8,34.9
"2315","OK",1954,62.6,75.9,49.3,22.8
"2316","OK",1955,60.2,72.8,47.7,29.3
"2317","OK",1952,60.6,73.5,47.6,23.5
"2318","OK",1953,61.3,73.9,48.6,31.6
"2319","OK",1958,58.6,70,47.2,32.8
"2320","OK",1959,58.9,70.9,46.8,40
"2321","OK",1956,61.6,74.9,48.2,20.7
"2322","OK",1957,59,70,48.1,47.8
"2323","OK",2013,58.8,70.8,46.9,36.7
"2324","OK",2014,58.9,71,46.8,28.8
"2325","OK",2015,60.8,72.4,49.2,53.7
"2326","OK",2016,62.3,74.6,50,31.1
"2327","OK",2017,61.8,74,49.6,38.6
"2328","OK",1977,60.7,73,48.4,31.9
"2329","OK",1978,58.5,70.6,46.4,28.3
"2330","OK",1979,57.4,69.3,45.4,34.7
"2331","OK",1980,60.5,73.2,47.7,26.5
"2332","OK",1981,60.4,72.4,48.5,35.2
"2333","OK",1982,59,71,46.9,35.6
"2334","OK",1983,58,69.4,46.6,33
"2335","OK",1984,59.4,71.6,47.2,34.1
"2336","OK",1985,58.7,70.3,47.1,42.2
"2337","OK",1986,60.8,72.2,49.3,40.3
"2338","OK",1987,59.6,71.2,47.9,41.2
"2339","OK",1988,59.1,71.8,46.6,29.4
"2340","OK",1989,58.1,70.2,45.9,35.3
"2341","OK",1990,60.7,72.8,48.5,43.2
"2342","OK",1991,60.3,71.9,48.6,38.7
"2343","OK",1992,59.3,70.8,47.9,41.4
"2344","OK",1993,58.1,69.5,46.7,39.1
"2345","OK",1994,59.7,71.8,47.7,36.2
"2346","OK",1995,59.4,71.5,47.3,37.8
"2347","OK",1996,59,71.3,46.6,37.2
"2348","OK",1997,58.7,70.1,47.3,39.3
"2349","OK",1998,62.1,73.7,50.4,36.1
"2350","OK",1999,61.3,73.7,49,37.2
"2351","OK",1960,58.4,70,46.7,36.2
"2352","OK",1961,58.2,70,46.4,37.7
"2353","OK",1962,59.8,71.9,47.7,32.1
"2354","OK",1963,60.8,73.9,47.6,21.6
"2355","OK",1964,60.1,72.6,47.6,32.7
"2356","OK",1965,60.4,72.6,48.1,29.8
"2357","OK",1966,58.6,71.1,46.1,24.9
"2358","OK",1967,59.5,72,47.1,32.7
"2359","OK",1968,58.2,69.9,46.4,39.1
"2360","OK",1969,59.1,70.8,47.4,33.6
"2361","OK",1970,59.2,71.5,47,29.1
"2362","OK",1971,59.5,71.6,47.4,34.3
"2363","OK",1972,59.2,71.3,47.1,29.4
"2364","OK",1973,59,70.3,47.7,46.7
"2365","OK",1974,59.6,71.7,47.4,39.5
"2366","OK",1975,58.7,70.6,46.7,35.6
"2367","OK",1976,58.6,71.9,45.4,26.7
"2368","OK",2003,59.9,72,47.7,27.8
"2369","OK",2004,60.1,71.4,48.8,40.2
"2370","OK",2005,60.8,73,48.7,27.5
"2371","OK",2006,62.2,75.2,49.2,29.8
"2372","OK",2007,60,71,49,43.5
"2373","OK",2008,59.6,72,47.1,38.3
"2374","OK",2009,59.4,71.4,47.5,38
"2375","OK",2010,60.3,72,48.6,32
"2376","OK",2011,61.6,74.7,48.6,26.2
"2377","OK",2012,63.2,76,50.3,25.7
"2378","OK",2000,60.3,72.3,48.3,36.9
"2379","OK",2001,60.8,72.5,49,31.9
"2380","OK",2002,59.4,71.1,47.7,35
"2381","OR",1950,46.2,57.1,35.3,41
"2382","OR",1951,46.1,57.7,34.5,35
"2383","OR",1952,46.1,58,34.2,26.6
"2384","OR",1953,47.3,58.3,36.3,41.2
"2385","OR",1954,46.2,57.7,34.7,29.7
"2386","OR",1955,44.6,55.7,33.6,35.9
"2387","OR",1956,46,57.3,34.8,34.5
"2388","OR",1957,46,56.9,35,34.7
"2389","OR",1958,49,60.2,37.9,34.9
"2390","OR",1959,46.8,58.4,35.2,26.8
"2391","OR",1960,46.5,58,35,34.3
"2392","OR",1961,47.6,58.9,36.3,35.4
"2393","OR",1962,46.4,57.7,35.1,30.7
"2394","OR",1963,47,57.9,36.2,32.1
"2395","OR",1964,45.3,56.6,34.1,38.9
"2396","OR",1965,46.9,58.3,35.5,27.7
"2397","OR",1966,47.4,59.1,35.7,30.7
"2398","OR",1967,47.8,59.4,36.2,27.8
"2399","OR",1968,47.2,58.3,36.1,35
